"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"53221",2,0.778261644170347,0.21736110309654,0.00171106085164296,0.00266619188146985,0,0,0,0
"53222",4,0.544059370694409,0.38541931631378,0.0267969643713265,0.0437243486204839,0,0,0,0
"53223",6,0.573191566840555,0.316585684540067,0.108057373149229,0.00216537547014902,0,0,0,0
"53224",8,0.531713579935141,0.11937916260653,0.27749630750494,0.0714109499533883,0,0,0,0
"53225",10,0.427179303171517,0.0267895946817757,0.328111355629363,0.217919746517344,0,0,0,0
"53226",12,0.43020188172256,0.114908225858977,0.226328680895816,0.228561211522646,0,0,0,0
"53227",14,0.621115176675923,0.100145071824132,0.207402498453617,0.0713372530463285,0,0,0,0
"53228",16,0.59291334260768,0.0293114030524208,0.0582467884113855,0.319528465928514,0,0,0,0
"53229",18,0.683795649339409,0.019257937247804,0.0580146186613696,0.238931794751417,0,0,0,0
"53230",20,0.554670516650426,0.0718251973143066,0.0305020467336199,0.343002239301647,0,0,0,0
"53231",22,0.559265324489245,0.0433673798130297,0.0329999508679029,0.364367344829822,0,0,0,0
"53232",24,0.548115638524815,0.0828827528156074,0.0572643924976841,0.311737216161893,0,0,0,0
"53233",26,0.536681184812471,0.0118135448802141,0.0419022030018304,0.409603067305484,0,0,0,0
"53234",28,0.574316533012427,0.0527710268996003,0.0299071024767575,0.343005337611216,0,0,0,0
"53235",30,0.590960398063401,0.0242554465622946,0.0423685958991475,0.342415559475157,0,0,0,0
"53236",32,0.579464304940481,0.0235352988729096,0.0615062426268775,0.335494153559732,0,0,0,0
"53237",34,0.570842130775022,0.0197230774090069,0.0486401548761617,0.36079463693981,0,0,0,0
"53238",36,0.637184498550642,0.0178890514452672,0.0248048729378746,0.320121577066217,0,0,0,0
"53239",38,0.612235360143481,0.0191653930849753,0.0274034591056483,0.341195787665895,0,0,0,0
"53240",40,0.650961644259785,0.016310680990121,0.0161687371126005,0.316558937637494,0,0,0,0
"53241",42,0.678872444638101,0.00987244742566565,0.0256401646891475,0.285614943247086,0,0,0,0
"53242",44,0.689346440159509,0.00863656174155398,0.0247141885974901,0.277302809501447,0,0,0,0
"53243",46,0.701665755698661,0.0110839115554191,0.022051991147394,0.265198341598526,0,0,0,0
"53244",48,0.718664080574339,0.0129598052371433,0.0452467371402065,0.223129377048311,0,0,0,0
"53245",50,0.74363734612105,0.00935001695042506,0.012937256461497,0.234075380467028,0,0,0,0
"53246",52,0.725434460655768,0.00914014173859164,0.00807070818537215,0.257354689420268,0,0,0,0
"53247",54,0.779670480771117,0.00524460476846072,0.0316749597418915,0.183409954718531,0,0,0,0
"53248",56,0.79569847911914,0.00549473576034126,0.0178289274736484,0.18097785764687,0,0,0,0
"53249",58,0.793793065689576,0.00371340056337952,0.0494818025505223,0.153011731196522,0,0,0,0
"53250",60,0.775760784894933,0.00732734304722078,0.03807280360208,0.178839068455766,0,0,0,0
"53251",62,0.831731571164699,0.00417214776218017,0.0507126033900349,0.113383677683086,0,0,0,0
"53252",64,0.836783098249536,0.00597390126049539,0.0518552176330319,0.105387782856937,0,0,0,0
"53253",66,0.839452146718101,0.00362242161539594,0.0837084106644967,0.0732170210020066,0,0,0,0
"53254",68,0.82107753680678,0.00534389173948495,0.0648902462105914,0.108688325243143,0,0,0,0
"53255",70,0.803088055720121,0.00472595328201533,0.0829264451448942,0.109259545852969,0,0,0,0
"53256",72,0.853933222999684,0.00333575795071541,0.0716172842715052,0.0711137347780956,0,0,0,0
"53257",74,0.877965696638602,0.00836866494392323,0.0820454127141078,0.0316202257033671,0,0,0,0
