"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"16000",2,0.761385095394115,0.234298857541761,0.001687135656894,0.00262891140723014,0,0,0,0
"16001",4,0.602718453901124,0.297623948124058,0.0414208770449404,0.058236720929877,0,0,0,0
"16002",6,0.629606736048575,0.274425931991777,0.0855555041785904,0.0104118277810581,0,0,0,0
"16003",8,0.575671272222623,0.113156760026364,0.263523738896654,0.0476482288543592,0,0,0,0
"16004",10,0.437417743580416,0.0314354784083768,0.314502315908117,0.216644462103091,0,0,0,0
"16005",12,0.463484414206152,0.12651589807412,0.217028963043243,0.192970724676486,0,0,0,0
"16006",14,0.632651069523276,0.110901228969212,0.144925389307573,0.11152231219994,0,0,0,0
"16007",16,0.580038320283447,0.0581545572261805,0.062747091419932,0.299060031070441,0,0,0,0
"16008",18,0.532611203777196,0.0373987425195542,0.0688733096168202,0.36111674408643,0,0,0,0
"16009",20,0.568603345690035,0.0166855519690385,0.013467673091032,0.401243429249895,0,0,0,0
"16010",22,0.495102353072531,0.0269332447731254,0.0111323940825661,0.466832008071778,0,0,0,0
"16011",24,0.537112174125825,0.0106217813189761,0.0222535676337641,0.430012476921435,0,0,0,0
"16012",26,0.523212378197681,0.0098645206214141,0.0108745692880472,0.456048531892857,0,0,0,0
"16013",28,0.528849953850632,0.0103257967879798,0.0175661597928577,0.44325808956853,0,0,0,0
"16014",30,0.839606917385599,0.0401617887496321,0.059959025038054,0.0602722688267146,0,0,0,0
"16015",32,0.814030412236966,0.00114333626302388,0.176444837957552,0.00838141354245781,0,0,0,0
"16016",34,0.82674396872421,0.00104392576682479,0.164275184499288,0.00793692100967706,0,0,0,0
"16017",36,0.771879081157953,0.00604185500235895,0.21769745356871,0.00438161027097749,0,0,0,0
"16018",38,0.814575099056355,0.0172211621862184,0.158902994549492,0.00930074420793471,0,0,0,0
"16019",40,0.793833579058376,0.00955091031340237,0.194886967271468,0.00172854335675287,0,0,0,0
"16020",42,0.847772236810498,0.00088402310129641,0.146227814107405,0.00511592598080054,0,0,0,0
"16021",44,0.862115325197184,0.000832295912842859,0.132026852192915,0.00502552669705873,0,0,0,0
"16022",46,0.874545858790379,0.000774716979541642,0.119807256870287,0.00487216735979296,0,0,0,0
"16023",48,0.846378381269167,0.000998733887750521,0.144734370147051,0.00788851469603144,0,0,0,0
"16024",50,0.833483510810542,0.00527598296921141,0.15948889197873,0.00175161424151622,0,0,0,0
"16025",52,0.876414308981901,0.003503721194633,0.106293088410752,0.0137888814127133,0,0,0,0
"16026",54,0.884017150934654,0.0125138255942662,0.100764046715226,0.00270497675585411,0,0,0,0
"16027",56,0.87859152289892,0,0.117907048836502,0.00350142826457769,0,0,0,0
"16028",58,0.84874577743802,0.0126814376516611,0.136317473445108,0.00225531146521107,0,0,0,0
"16029",60,0.882376207191427,0.00924768471425053,0.0941525874408507,0.0142235206534722,0,0,0,0
"16030",62,0.86381112919774,0.00940360008328033,0.121076155436136,0.00570911528284432,0,0,0,0
"16031",64,0.863771790479916,0.00814547296905872,0.121882438429917,0.00620029812110794,0,0,0,0
"16032",66,0.867089433998326,0.00532710855170344,0.117689860754097,0.00989359669587419,0,0,0,0
"16033",68,0.872223936883653,0.0146920580317033,0.088763254884796,0.0243207501998475,0,0,0,0
"16034",70,0.869886057338827,0.0146040299869679,0.100370510791942,0.0151394018822636,0,0,0,0
"16035",72,0.86960584632587,0.00718143472055988,0.112748000195003,0.0104647187585668,0,0,0,0
"16036",74,0.848532068714379,0.0191067693625964,0.125714502569573,0.00664665935345127,0,0,0,0
"16037",76,0.906387662323403,0.0124680778927338,0.0637773890427601,0.0173668707411035,0,0,0,0
"16038",78,0.867839199225128,0.0118992893280655,0.107969015057203,0.0122924963896033,0,0,0,0
"16039",80,0.879676229329675,0.0211824010675507,0.0532268675464081,0.045914502056366,0,0,0,0
"16040",82,0.883171510493511,0.0125513488672219,0.0992590265148881,0.00501811412437883,0,0,0,0
"16041",84,0.845913581829833,0.0130985012698369,0.124203333482642,0.0167845834176882,0,0,0,0
"16042",86,0.884971749124829,0,0.0970421194389584,0.017986131436213,0,0,0,0
"16043",88,0.856654938633201,0.00352723829279887,0.121346291443994,0.018471531630006,0,0,0,0
"16044",90,0.844006312819392,0.013320645425032,0.131965199280092,0.0107078424754836,0,0,0,0
"16045",92,0.874410076247165,0.0107083680599582,0.108894823619415,0.00598673207346219,0,0,0,0
"16046",94,0.863500397478521,0.0108943716235736,0.11587892907203,0.0097263018258752,0,0,0,0
"16047",96,0.865907795020675,0.0107967722750547,0.114748653798725,0.00854677890554561,0,0,0,0
"16048",98,0.8760611761018,0.00949943873572933,0.105365174344927,0.00907421081754444,0,0,0,0
"16049",100,0.851860918422149,0.0103865572411589,0.133743020690461,0.00400950364623133,0,0,0,0
"16050",102,0.841917572985327,0.002713229677871,0.153315146732797,0.00205405060400474,0,0,0,0
"16051",104,0.824276036815475,0.0107838251124712,0.164328064221933,0.000612073850121386,0,0,0,0
"16052",106,0.860727371517992,0.00812798373305999,0.128833862543023,0.00231078220592581,0,0,0,0
"16053",108,0.827753087100135,0.00895731932478611,0.162743284679708,0.000546308895370969,0,0,0,0
"16054",110,0.856121781178605,0.00673221588148951,0.135465806033802,0.00168019690610267,0,0,0,0
"16055",112,0.85134995566905,0.00607572811652624,0.141479513117907,0.00109480309651658,0,0,0,0
"16056",114,0.859636075480933,0.00687155480164189,0.132369718382426,0.0011226513349994,0,0,0,0
"16057",116,0.88362251172624,0.00117618118027767,0.112859551665057,0.00234175542842458,0,0,0,0
"16058",118,0.896718908395157,0.00404963177368083,0.0978740365892403,0.00135742324192191,0,0,0,0
"16059",120,0.890573534937319,0.00373368787935143,0.104377124623807,0.00131565255952202,0,0,0,0
"16060",122,0.893514894720909,0.00406493382758181,0.0990256717547191,0.00339449969678991,0,0,0,0
"16061",124,0.941809071232908,0.00192291055482302,0.0497119655959293,0.00655605261634004,0,0,0,0
"16062",126,0.903482343456082,0.00459187429534223,0.080133025018132,0.0117927572304441,0,0,0,0
"16063",128,0.931381601277257,0.00273526035697164,0.0480823544443531,0.0178007839214184,0,0,0,0
"16064",130,0.915280091653823,0.00540890784450833,0.0379917043316411,0.0413192961700273,0,0,0,0
"16065",132,0.94131160205945,0.00412249074616797,0.0157400688145915,0.0388258383797904,0,0,0,0
"16066",134,0.941392261445437,0.00165973619664342,0.0130830804181663,0.0438649219397531,0,0,0,0
"16067",136,0.940022729208205,0,0.0157390099353888,0.0442382608564062,0,0,0,0
"16068",138,0.91747907806839,0.00458951595423779,0.0089829221814061,0.0689484837959666,0,0,0,0
"16069",140,0.868973311291002,0,0.00777509203530282,0.123251596673695,0,0,0,0
"16070",142,0.867231229771745,0.00357731832785884,0.00410178166457227,0.125089670235824,0,0,0,0
"16071",144,0.851705540397319,0.0033265445145655,0.00139858711281485,0.143569327975301,0,0,0,0
"16072",146,0.856549273760838,0,0.000319039103277771,0.143131687135884,0,0,0,0
"16073",148,0.817346015351759,0.00349616942657346,6.31324598795321e-06,0.17915150197568,0,0,0,0
"16074",150,0.847828861642878,0,0,0.152171138357122,0,0,0,0
"16075",152,0.843985211019753,0.00361513284015344,0,0.152399656140093,0,0,0,0
"16076",154,0.855726112959663,0.00340968839571685,0,0.14086419864462,0,0,0,0
"16077",156,0.842909523500073,0,0,0.157090476499927,0,0,0,0
"16078",158,0.815965920806295,0.00389718977257997,0,0.180136889421125,0,0,0,0
"16079",160,0.854880341146459,0,0,0.145119658853541,0,0,0,0
"16080",162,0.830266853256468,0.00426896404588638,0,0.165464182697645,0,0,0,0
"16081",164,0.884506106929775,0.00476895157345195,0,0.110724941496773,0,0,0,0
"16082",166,0.870012845902765,0.0025768059307165,0,0.127410348166518,0,0,0,0
"16083",168,0.83360351842598,0.00425786182729275,0,0.162138619746727,0,0,0,0
"16084",170,0.863817259674716,0,0,0.136182740325284,0,0,0,0
"16085",172,0.884079881713918,0.00301059926817848,0,0.112909519017904,0,0,0,0
"16086",174,0.914507005057673,0.00188051149919912,0,0.083612483443128,0,0,0,0
"16087",176,0.894269629464886,0,0,0.105730370535114,0,0,0,0
"16088",178,0.879213084559877,0.00236510312315652,0,0.118421812316966,0,0,0,0
"16089",180,0.885321258443528,0.00237365635871375,0,0.112305085197758,0,0,0,0
"16090",182,0.871598551943015,0.00343733096986111,0,0.124964117087124,0,0,0,0
"16091",184,0.902713457138777,0.00288209462884903,0,0.0944044482323743,0,0,0,0
"16092",186,0.911584103268296,0,0,0.0884158967317045,0,0,0,0
"16093",188,0.884248002995342,0.00204934684125613,0,0.113702650163402,0,0,0,0
"16094",190,0.896146765499506,0,0,0.103853234500494,0,0,0,0
"16095",192,0.897900231698082,0.00424777577655626,0,0.0978519925253621,0,0,0,0
"16096",194,0.916755767469361,0.00511842666111912,0,0.0781258058695203,0,0,0,0
"16097",196,0.890282055969077,0.00247711604163273,0,0.107240827989291,0,0,0,0
"16098",198,0.904937736831707,0.00178572994529978,0,0.0932765332229934,0,0,0,0
"16099",200,0.933984541404248,0,0,0.0660154585957521,0,0,0,0
"16100",202,0.938264561089669,0.00405224953555687,0,0.0576831893747737,0,0,0,0
"16101",204,0.937325711616646,0,0,0.0626742883833535,0,0,0,0
"16102",206,0.891433979001359,0.00442796173375988,0,0.104138059264881,0,0,0,0
"16103",208,0.887776149350157,0.00353302080600565,0,0.108690829843837,0,0,0,0
"16104",210,0.89874652606265,0,0,0.10125347393735,0,0,0,0
"16105",212,0.903372791774284,0.00163870185016962,0,0.0949885063755462,0,0,0,0
"16106",214,0.920334665611778,0,0,0.079665334388222,0,0,0,0
"16107",216,0.936277754085511,0.00194508211148946,0,0.061777163803,0,0,0,0
"16108",218,0.937684740126623,0.00188906126951198,0,0.0604261986038651,0,0,0,0
"16109",220,0.894824868391827,0,0,0.105175131608173,0,0,0,0
"16110",222,0.89071324407088,0.00443164661408665,0,0.104855109315033,0,0,0,0
"16111",224,0.898297646502226,0,0,0.101702353497774,0,0,0,0
"16112",226,0.944778982914623,0.00271804514172035,0,0.0525029719436571,0,0,0,0
"16113",228,0.900031017518645,0.00503969555698981,0,0.0949292869243647,0,0,0,0
"16114",230,0.912542032999658,0,0,0.087457967000342,0,0,0,0
"16115",232,0.913086612339522,0.0023563480488605,0,0.0845570396116177,0,0,0,0
"16116",234,0.888267285748094,0,0,0.111732714251906,0,0,0,0
"16117",236,0.895240343007574,0.00295984582033752,0,0.101799811172088,0,0,0,0
"16118",238,0.900389019913075,0.00384574328072483,0,0.0957652368062006,0,0,0,0
"16119",240,0.886252877394424,0.0077319358167705,0,0.106015186788805,0,0,0,0
"16120",242,0.905065909047367,0.00479599195097717,0,0.0901380990016556,0,0,0,0
"16121",244,0.911420557185038,0,0,0.0885794428149616,0,0,0,0
"16122",246,0.877873824903351,0.00399687411054478,0,0.118129300986105,0,0,0,0
"16123",248,0.930679804208398,0.00330884025119059,0,0.0660113555404115,0,0,0,0
"16124",250,0.875368142426469,0,0,0.124631857573531,0,0,0,0
"16125",252,0.893929561023389,0.00610257866829163,0,0.0999678603083196,0,0,0,0
"16126",254,0.882543521929288,0,0,0.117456478070712,0,0,0,0
"16127",256,0.907894401020467,0.00375745492002741,0,0.0883481440595054,0,0,0,0
"16128",258,0.920102560146916,0,0,0.0798974398530837,0,0,0,0
"16129",260,0.917202079526886,0.0037323318154661,0,0.0790655886576482,0,0,0,0
"16130",262,0.884979385987521,0.004133963599235,0,0.110886650413244,0,0,0,0
"16131",264,0.886478589543379,0,0,0.113521410456621,0,0,0,0
"16132",266,0.88124585882407,0.00530110714678584,0,0.113453034029144,0,0,0,0
"16133",268,0.873957672264961,0.0022015247819211,0,0.123840802953118,0,0,0,0
"16134",270,0.898716775899598,0.00211257568098268,0,0.0991706484194193,0,0,0,0
"16135",272,0.857034342099543,0.00694496853886536,0,0.136020689361592,0,0,0,0
"16136",274,0.907572645195661,0,0,0.0924273548043387,0,0,0,0
"16137",276,0.905337616337274,0.00423859062172341,0,0.0904237930410026,0,0,0,0
"16138",278,0.913493965845019,0,0,0.0865060341549813,0,0,0,0
"16139",280,0.888817433233611,0.00330414359036533,0,0.107878423176023,0,0,0,0
"16140",282,0.906867012688685,0.00474835846824744,0,0.0883846288430673,0,0,0,0
"16141",284,0.91042772525701,0,0,0.0895722747429896,0,0,0,0
"16142",286,0.891810441685106,0.00521597198037274,0,0.102973586334522,0,0,0,0
"16143",288,0.889543558755534,0,0,0.110456441244466,0,0,0,0
"16144",290,0.869583596842483,0.00668791670453469,0,0.123728486452983,0,0,0,0
"16145",292,0.873072705452548,0.00281881305368836,0,0.124108481493763,0,0,0,0
"16146",294,0.964103134512036,0.000319844424856742,0,0.0355770210631067,0,0,0,0
"16147",296,0.957517386111132,0.00231731274243474,0,0.0401653011464336,0,0,0,0
"16148",298,0.900216547198306,0.0258105525698909,0.000337405077816555,0.0736354951539861,0,0,0,0
"16149",300,0.905174782581074,0.030635788970603,0,0.0641894284483233,0,0,0,0
"16150",302,0.903878912005415,0.0268442991869673,0,0.0692767888076178,0,0,0,0
"16151",304,0.889312444278837,0.0345155938856902,0,0.0761719618354729,0,0,0,0
"16152",306,0.891085390424084,0.0211383103485996,0,0.0877762992273162,0,0,0,0
"16153",308,0.886224470995961,0.0133971133999393,0,0.1003784156041,0,0,0,0
"16154",310,0.915592515901263,0.0242260966055203,0,0.0601813874932167,0,0,0,0
"16155",312,0.890680330328784,0.0272529715292927,0,0.0820666981419236,0,0,0,0
"16156",314,0.886778246232371,0.0260241792262511,0,0.0871975745413781,0,0,0,0
"16157",316,0.872749023412522,0.0160916831190385,0,0.111159293468439,0,0,0,0
"16158",318,0.93386586405827,0.0206733394235077,0,0.0454607965182224,0,0,0,0
"16159",320,0.90327175801749,0.0155090726206804,0,0.0812191693618297,0,0,0,0
"16160",322,0.918982433896398,0.0170742556458103,0,0.0639433104577917,0,0,0,0
"16161",324,0.896437584619236,0.0208653795131678,0,0.0826970358675957,0,0,0,0
"16162",326,0.936414174255238,0.0193903396094236,0,0.0441954861353387,0,0,0,0
"16163",328,0.910995009367546,0.0255034618241001,0,0.0635015288083536,0,0,0,0
"16164",330,0.946705502894846,0.0160589189270263,0,0.0372355781781276,0,0,0,0
"16165",332,0.870194553687475,0.019982911404206,0,0.109822534908319,0,0,0,0
"16166",334,0.904131308204442,0.009866616561732,0,0.0860020752338265,0,0,0,0
"16167",336,0.91924414680757,0.0199935664414819,0,0.0607622867509479,0,0,0,0
"16168",338,0.932514962127682,0.0105727095176309,0,0.0569123283546869,0,0,0,0
"16169",340,0.938934467618047,0.0157641163987117,0,0.0453014159832409,0,0,0,0
"16170",342,0.936504435771879,0.0202903833740106,0,0.0432051808541107,0,0,0,0
"16171",344,0.905442770792519,0.0123536456316794,0,0.0822035835758011,0,0,0,0
"16172",346,0.940503508810894,0.0195411811805324,0,0.0399553100085734,0,0,0,0
"16173",348,0.943905020510954,0.0186070083320747,0,0.0374879711569718,0,0,0,0
"16174",350,0.935907992512314,0.0126193842416007,0,0.0514726232460852,0,0,0,0
"16175",352,0.920679709898525,0.0189512148570628,0,0.0603690752444123,0,0,0,0
"16176",354,0.905248143569908,0.0155166743236766,0,0.0792351821064152,0,0,0,0
"16177",356,0.934187854605954,0.00783553479055128,0,0.0579766106034947,0,0,0,0
"16178",358,0.919946902675055,0.0169693724818623,0,0.0630837248430824,0,0,0,0
"16179",360,0.95389630450056,0.0130551121400126,0,0.0330485833594274,0,0,0,0
"16180",362,0.937837191250483,0.0190810971321806,0,0.0430817116173361,0,0,0,0
"16181",364,0.919800389619195,0.0133473989429241,0,0.0668522114378806,0,0,0,0
"16182",366,0.923275294073329,0.0254243183516818,0,0.0513003875749891,0,0,0,0
"16183",368,0.906650148875775,0.0130741744202625,0,0.0802756767039624,0,0,0,0
"16184",370,0.924938129165636,0.000297242292769294,0,0.0747646285415945,0,0,0,0
"16185",372,0.906815703632443,0.0105498322417387,0,0.0826344641258182,0,0,0,0
"16186",374,0.927383937990608,0.0155565401737955,0,0.057059521835596,0,0,0,0
"16187",376,0.906763213973936,0.0132796218031632,0,0.0799571642229004,0,0,0,0
"16188",378,0.948707755873935,0.0142017263109821,0,0.0370905178150828,0,0,0,0
"16189",380,0.94488879119776,0.0170805551944869,0,0.0380306536077536,0,0,0,0
"16190",382,0.88913762712792,0.0132020725753209,0,0.0976603002967588,0,0,0,0
"16191",384,0.876774937720905,0.0166085666891854,0,0.10661649558991,0,0,0,0
"16192",386,0.887603253449996,0.0204139876824016,0,0.0919827588676023,0,0,0,0
"16193",388,0.912301367717162,0.021450541241814,0,0.0662480910410239,0,0,0,0
"16194",390,0.903095115789549,0.0253273323378506,0,0.0715775518726004,0,0,0,0
"16195",392,0.914331440632193,0.0151499018528597,0,0.0705186575149477,0,0,0,0
"16196",394,0.913183168163527,0.0197263629934305,0,0.0670904688430425,0,0,0,0
"16197",396,0.895596808708397,0.0290727467657813,0,0.0753304445258218,0,0,0,0
"16198",398,0.934021020696203,0.00958118115295473,0,0.0563977981508421,0,0,0,0
"16199",400,0.928642269445726,0.0206532398846338,0,0.0507044906696403,0,0,0,0
"16200",402,0.937600297304056,0.0218579222516583,0,0.0405417804442854,0,0,0,0
"16201",404,0.939217298665271,0.0241203139865861,0,0.0366623873481432,0,0,0,0
"16202",406,0.912707385294564,0.0419398509218533,0,0.0453527637835826,0,0,0,0
"16203",408,0.927171910541857,0.0237731674444311,0,0.0490549220137123,0,0,0,0
"16204",410,0.933957005029589,0.0231824088745101,0,0.0428605860959011,0,0,0,0
"16205",412,0.929029027566645,0.012498660125721,0,0.0584723123076335,0,0,0,0
"16206",414,0.926279375786994,0.0214998029879535,0,0.0522208212250522,0,0,0,0
"16207",416,0.947696435702449,0.0205546350532556,0,0.0317489292442959,0,0,0,0
"16208",418,0.928939250625502,0.0214634858633991,0,0.0495972635110992,0,0,0,0
"16209",420,0.958201094721303,0.0215781126941079,0,0.0202207925845888,0,0,0,0
"16210",422,0.938068326136938,0.0229241339547347,0,0.0390075399083271,0,0,0,0
