"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"18019",2,0.761743856544948,0.233966761064808,0.001676712479988,0.00261266991025519,0,0,0,0
"18020",4,0.575869196784761,0.308121858313587,0.0470573684309809,0.0689515764706716,0,0,0,0
"18021",6,0.599389087948718,0.265262736964484,0.116878784129556,0.018469390957242,0,0,0,0
"18022",8,0.4772795808818,0.118893569899622,0.296564918585556,0.107261930633022,0,0,0,0
"18023",10,0.418914501943141,0.00523072490616311,0.372122157639035,0.203732615511661,0,0,0,0
"18024",12,0.508357054409431,0.108297591392619,0.198075578001041,0.185269776196909,0,0,0,0
"18025",14,0.623680038255919,0.0982701862583416,0.192032822992997,0.0860169524927425,0,0,0,0
"18026",16,0.679746168590106,0.0591034717835334,0.144407789292537,0.116742570333824,0,0,0,0
"18027",18,0.621300767460312,0.0891936762760087,0.0327570309819172,0.256748525281762,0,0,0,0
"18028",20,0.556806072127631,0.0351314050818646,0.0260193118935861,0.382043210896918,0,0,0,0
"18029",22,0.567949383372937,0.0219606998833486,0.014160719822945,0.395929196920769,0,0,0,0
"18030",24,0.574291277698289,0.0276006931728035,0.0114888584473832,0.386619170681524,0,0,0,0
"18031",26,0.556022069013504,0.00644047103832107,0.0120692819649181,0.425468177983257,0,0,0,0
"18032",28,0.528680774464312,0.0248575655426245,0.0169486731003522,0.429512986892712,0,0,0,0
"18033",30,0.564012891478849,0.017343493576383,0.00939359494110391,0.409250020003664,0,0,0,0
"18034",32,0.582554766292213,0.00481045554706495,0.0187790675721676,0.393855710588554,0,0,0,0
"18035",34,0.570451132339826,0.037301238218917,0.018796231320221,0.373451398121036,0,0,0,0
"18036",36,0.602958581667622,0.0125395338294738,0.0101919675417049,0.374309916961199,0,0,0,0
"18037",38,0.628936955650136,0.00349138008988624,0.0107057701705671,0.35686589408941,0,0,0,0
"18038",40,0.641634712681563,0.0133371929470948,0.0182078094057992,0.326820284965543,0,0,0,0
"18039",42,0.640313683466728,0.00400394238582363,0.0101976724772955,0.345484701670153,0,0,0,0
"18040",44,0.642832397570555,0.0118219856397037,0.0168364662505913,0.32850915053915,0,0,0,0
"18041",46,0.702965837338612,0.0097983809450848,0.0174569518528535,0.26977882986345,0,0,0,0
"18042",48,0.742856214352574,0.00814530636405114,0.0188607184763051,0.230137760807069,0,0,0,0
"18043",50,0.716221283388175,0.00939785942980481,0.017419843879089,0.256961013302931,0,0,0,0
"18044",52,0.717450684531324,0.00361675238897955,0.0164566728858042,0.262475890193893,0,0,0,0
"18045",54,0.723790708578746,0.00726133848554515,0.0171760522288144,0.251771900706894,0,0,0,0
"18046",56,0.759000402471168,0.00886832839789052,0.0261635515675,0.205967717563441,0,0,0,0
"18047",58,0.765889376417161,0.00331837690851092,0.0255453509823295,0.205246895691998,0,0,0,0
"18048",60,0.785379372040293,0.00623645364217356,0.0263799777339075,0.182004196583626,0,0,0,0
"18049",62,0.760227642226759,0.0059460237752365,0.0156576904388515,0.218168643559153,0,0,0,0
"18050",64,0.779502105652154,0.00451342992627945,0.016237086411127,0.19974737801044,0,0,0,0
"18051",66,0.788070089118299,0.0117190214609558,0.0242355916198658,0.17597529780088,0,0,0,0
"18052",68,0.774281422978334,0,0.0135170185741688,0.212201558447498,0,0,0,0
"18053",70,0.784613713525279,0.00642660608562069,0.0249158453967171,0.184043834992383,0,0,0,0
