"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"82986",2,0.779098735580402,0.216542545977487,0.00170381582795357,0.00265490261415761,0,0,0,0
"82987",4,0.614213640299353,0.320396023804803,0.0175099493654229,0.0478803865304212,0,0,0,0
"82988",6,0.539638488895617,0.349883587062893,0.0796951870968082,0.0307827369446815,0,0,0,0
"82989",8,0.00484605489368484,0.453207164361085,0.0983265562034089,0.443620224541821,0,0,0,0
"82990",10,0.0191039709345027,0.271880746642866,0.367555751954667,0.341459530467964,0,0,0,0
"82991",12,0.255666030952185,0.459922868433777,0.140506736759804,0.143904363854233,0,0,0,0
"82992",14,0.314189750403283,0.00602387651112433,0.034971633253629,0.644814739831963,0,0,0,0
"82993",16,0.455691979432346,0.235280602383153,0.0263029010218106,0.28272451716269,0,0,0,0
"82994",18,0.51335472190218,0.447192723334918,3.19085350902027e-06,0.0394493639093933,0,0,0,0
"82995",20,0.4008946658847,0.0302839845211061,0,0.568821349594194,0,0,0,0
"82996",22,0.530545690142561,0.0176521331630141,0,0.451802176694425,0,0,0,0
"82997",24,0.544624592796298,0.0212555655382028,0.00040722128207829,0.433712620383421,0,0,0,0
"82998",26,0.428089041168448,0.121607189274101,0.0038238312795888,0.446479938277862,0,0,0,0
"82999",28,0.444893132906945,0.0449284189291914,0.00521525835158915,0.504963189812274,0,0,0,0
"83000",30,0.41060530348404,0.0105845217920644,0.000429233144122532,0.578380941579773,0,0,0,0
"83001",32,0.385609297110744,0.0573721946846084,0.0037945561510528,0.553223952053595,0,0,0,0
"83002",34,0.33842511833318,0.00845460631126562,0.000676844025954204,0.6524434313296,0,0,0,0
"83003",36,0.34492892443789,0.0523367729946009,0.00168236557257842,0.601051936994931,0,0,0,0
"83004",38,0.313490048142522,0.06470250302049,0,0.621807448836988,0,0,0,0
"83005",40,0.343168103528011,0.00129513033483746,0.000777906531812522,0.654758859605339,0,0,0,0
"83006",42,0.331891929312744,0.01652291723684,0.000117929890193707,0.651467223560222,0,0,0,0
"83007",44,0.345387758366017,0.0503560740742847,0.000260545978327246,0.603995621581371,0,0,0,0
"83008",46,0.414523720239146,0.00857483446160954,0.000247393058586567,0.576654052240658,0,0,0,0
"83009",48,0.391400761645084,0.00437360405080877,0.000439699711627555,0.603785934592479,0,0,0,0
"83010",50,0.481441952758852,0.0120367614087825,0.000398057945777506,0.506123227886588,0,0,0,0
"83011",52,0.505412224957452,0.00725096764485762,0.000360717083632016,0.486976090314059,0,0,0,0
"83012",54,0.493338297608186,0.00831302765187027,0.000660711983403704,0.49768796275654,0,0,0,0
"83013",56,0.560891994126873,0.00938292133967812,0.000220432304713789,0.429504652228735,0,0,0,0
"83014",58,0.570415691147255,0.0128591080079396,8.37363107735976e-05,0.416641464534032,0,0,0,0
"83015",60,0.592858335444217,0.00146402569079225,7.93974258946904e-05,0.405598241439096,0,0,0,0
"83016",62,0.598231695709533,0.0104378427129059,0.000187689282566206,0.391142772294995,0,0,0,0
"83017",64,0.63401331460295,0.0132837883608794,0.00065358986090288,0.352049307175268,0,0,0,0
"83018",66,0.652825858358478,0.00271722170006371,0.00127986256153265,0.343177057379926,0,0,0,0
"83019",68,0.694944751975732,0,0.00178236459217074,0.303272883432098,0,0,0,0
"83020",70,0.7022316692302,0,0.00180137012431144,0.295966960645488,0,0,0,0
"83021",72,0.697726440697211,0.000591421382870705,0.00374566730029858,0.29793647061962,0,0,0,0
"83022",74,0.71516435292849,0.0103283492607271,0.00450427364726997,0.270003024163513,0,0,0,0
"83023",76,0.737650913633757,0.0083779125192915,0.00523871916287305,0.248732454684079,0,0,0,0
"83024",78,0.722697440259314,0.00844806711987913,0.00158570527319063,0.267268787347616,0,0,0,0
"83025",80,0.743857392287924,0.0059100094088789,0.00199632101938706,0.24823627728381,0,0,0,0
"83026",82,0.753426398327094,0.00991245201911279,0.00408069413237365,0.23258045552142,0,0,0,0
"83027",84,0.757838239306838,0.0074486090608623,0.00187100215459964,0.2328421494777,0,0,0,0
"83028",86,0.786070988570573,0.00671560476716382,0.00436829536222773,0.202845111300035,0,0,0,0
"83029",88,0.774920533675136,0.00862148222764838,0.0073360067304975,0.209121977366718,0,0,0,0
"83030",90,0.80745394603487,0.0014869267866336,0.00406458317995872,0.186994543998538,0,0,0,0
"83031",92,0.777379051726653,0.0109520541105257,0.00412454776335392,0.207544346399468,0,0,0,0
"83032",94,0.777827386051922,0.00846707199788203,0.00723771588402402,0.206467826066172,0,0,0,0
"83033",96,0.794818788867689,0.0159435066256009,0.0080593738960217,0.181178330610688,0,0,0,0
"83034",98,0.78958642226331,0.00758465845255096,0.0120904496789006,0.190738469605239,0,0,0,0
"83035",100,0.781062469003385,0.0162098208384876,0.00657339869806283,0.196154311460064,0,0,0,0
"83036",102,0.790141911127605,0.0147884726576433,0.0111692188618664,0.183900397352885,0,0,0,0
"83037",104,0.845142183069826,0.00375711036977758,0.00694499252523865,0.144155714035158,0,0,0,0
"83038",106,0.823249638007726,0.0127472604085237,0.0106298741313863,0.153373227452364,0,0,0,0
