"","t","delta_des","delta_l","delta_f2","delta_f3","delta_obs..1.","delta_obs..2.","delta_obs..3.","delta_wall"
"2938",2,0.777099098252974,0.218517378930931,0.00171351181670746,0.00267001099938753,0,0,0,0
"2939",4,0.58768028983121,0.309791654050498,0.0561644177386919,0.0463636383795994,0,0,0,0
"2940",6,0.607710887287225,0.290693865595787,0.0928788169112429,0.00871643020574459,0,0,0,0
"2941",8,0.521253075580658,0.0804744920187902,0.266431058501011,0.131841373899541,0,0,0,0
"2942",10,0.421284843291363,0.052522317822233,0.290030114928444,0.23616272395796,0,0,0,0
"2943",12,0.460063304528949,0.110057239290061,0.21566264746224,0.214216808718751,0,0,0,0
"2944",14,0.633732592931595,0.156450714201501,0.189854891035682,0.0199618018312226,0,0,0,0
"2945",16,0.576164725670076,0.0578031168151378,0.0318582871641592,0.334173870350627,0,0,0,0
"2946",18,0.528671916998733,0.0485662644330681,0.0469093492948597,0.375852469273339,0,0,0,0
"2947",20,0.534559872916894,0.0142613175572963,0.0147465091644994,0.436432300361311,0,0,0,0
"2948",22,0.521675763269758,0.0378327346657471,0.0431893220373031,0.397302180027192,0,0,0,0
"2949",24,0.507736541109815,0.0149647885503278,0.019041351241661,0.458257319098196,0,0,0,0
"2950",26,0.541352625816426,0.0123213609010646,0.0191052368385462,0.427220776443964,0,0,0,0
"2951",28,0.510368059442673,0.0112286202496203,0.0202174259565285,0.458185894351178,0,0,0,0
"2952",30,0.83933490940604,0.00806767831392883,0.0892936243762015,0.0633037879038298,0,0,0,0
"2953",32,0.764592449182198,0.00643684883120226,0.225486781466525,0.00348392052007462,0,0,0,0
"2954",34,0.834643729472466,0.00284670824976459,0.146344847614038,0.0161647146637312,0,0,0,0
"2955",36,0.824903394457048,0.00263412575571603,0.157157307591794,0.0153051721954425,0,0,0,0
"2956",38,0.87322495903074,0.00501987976728006,0.107239694364143,0.0145154668378371,0,0,0,0
"2957",40,0.847487983124062,0.00427585933736482,0.140364271268136,0.00787188627043755,0,0,0,0
"2958",42,0.810120647061424,0.00250698396809522,0.18613244515938,0.00123992381110093,0,0,0,0
"2959",44,0.809242254570989,0.00230788374267301,0.187342260455468,0.00110760123087048,0,0,0,0
"2960",46,0.847058422740857,0.0036384932204905,0.146939160727789,0.00236392331086344,0,0,0,0
"2961",48,0.902839991789267,0.00711188518467744,0.0824098018643453,0.00763832116170997,0,0,0,0
